userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek
Pengguna Google;4;Aplikasi makin berat bos.. saran jangan kebanyakan fitur. lebih baik perbaiki performa.. trus satu lagi ada cacat di fitur BukaStruk, pada saat memulai scan sering terjadi kesalahan pada kamera. padahal HP buat motret normal. saya sudah coba dengan berbagai hp/tidak cuma satu perangkat. tolong di cek dan diperbaiki. terimakasih. overall bukalapak ok dan familiar.;0;-1;0;0;0
lukman permata;3;sebenarnya bagus buat belanja dan mencari barang yg di inginkan..tapi kekurangan nya cuma di voucer ajj yang terbatas dan hanya satu voucer yg bisa dipake..tidak seperti shopee smua voucher bisa digunakan sekaligus.tolong perbaiki system pervoucheran nya.;0;1;0;0;0
Pengguna Google;4;apk sangat tidak setabil. fitur2 sangat lambat. performanya engga bgt. suka error. singkronisasi antara bgsond dan shak itu jelek bgt. selain itu keren.. semoga bisa di tingkatkkan lgi, agar pengguna bisa lebih nyaman, dan apknya jgn terlalu besar MB-nya. terima kasih...;0;-1;0;0;0
Pengguna Google;5;"selalu terbaik bukalapak,, yuk yang cari koleksi batik solo,, toko kami solusinya,, ""yogusa batik solo"" dari motif klasik sampai moderen,, dengan kualitas bahan yang tidak mengecewakan tentunya,, jangan kuwatir hargaya,, selain penjual kami juga produsen,, jadi harga tidak nendang,, yuuukk mampir,, terimakasih,,!!!";0;1;0;0;0
RiezT T.S.R;1;kok setelah update terbaru mei 2019 ini, force close atau nutup sendiri melulu pada saat di buka dan berat bangat, dulu aman dan lancar aja. jadi, maaf bintang nya cuma 1 aja. kalau dah di perbaiki akan di tambah bintangnya;0;0;0;0;-1
sara diva;5;my opinion : marketplace bukalapak ini sebenarnya memilik prospek bagus perusahaannya, dari segi aplikasi platform user friendly, menu2 tertata rapi. but, ada beberapa kekurangan yang musti di perbaiki dari segi IT nya : ✔ banyak pelapak dengan foto duplikat dan harga yang tidak masuk akal ✔ chat seller buyer lambat masuknya atau sama sekali tidak masuk ✔ loading lambat ketika mencari barang dll pelayanan : ✔ buka bantuan dialihkan ga jelas ✔ tdk ada gratis ongkir promo dan voucher ga jelas..;-1;1;0;-1;0
Bagus Thole;2;Wah kok kaya jadi malas ya saat belanja di bukalapak di menu utama lama sekali gambarnya muncul , pada saat mencari barang pun juga lama , dan pada saat untuk melihat barang favorit juga lama .Saya sudah bersihkan cache dan log-in ulang sama saja lama jaringan saya juga padahal bagus sudah ganti ke 4G dan 3G sama saja lama , padahal saya sudah percaya sama BUKALAPAK untuk belanja online tatapi saat ada masalah itu jadinya malas untuk belanja lagi di Bukalapak. MOHON DI PERBAIKI LAGI YA .;0;0;0;0;-1
Nilam Permata Sari;1;tiba2 kemaren saya gak bisa masuk. login gak bisa2 daftar ulang gak bisa juga.. anehkan .. saya udah lama di BULAP tiba2 eror. kesal jadinya. tambah lagi. serbu seru gak pernah dapat udah sekian lama.. udah gitu harga diskon pelapak juga tidak benar. diskon 80% aja malah jadi lebih mahal daripada harganya yang gak diskon pada lain waktu di LAPAK yang sama.. akhirnya saya UNINSTAL deh.. ntar kalo dah bagus di instal lagi.. gak tau kapan deh..;0;-1;0;0;0
Pengguna Google;3;dulu enak aja pake ini,, setelah di up, data ilang/reset,baik nomor, alamat rumah, mau tidak mau edit ulang lagi. pencarian cepat juga makin lambat, tidak seperti sebelumnya. tampilan boleh bagus, performanya saja yg kurang. lebih baik simple, akses mudah, perncarian mudah, seller/buyer puas/nyaman.;0;-1;0;0;0
Pengguna Google;1;awalnya saya penggemar bukalapak belanja aman hrga terjangkau,tp skrg tidak lagi,karena gambar deskripsi tidak sesuai di tambah barang sampai tujuan rusak tidak terpakai,adapun proses return nya sangat RIBET,2x24 jam itu jg kalo di acc.kejadian sudah 2x karena kesal saya komen seperti ini agar tidak terjadi 3x,pastinya kapok belanja di bukalapak.hati2 kalo belanja di bukalapak ya teman2.kalo bisa belanja olshop di tempat lain aja.;-1;0;0;-1;0
Wasdodi Alina;4;tampilan udah lumayan user friendly. cuma di history transaksi search menu nya di perbaiki. data yg dicari ga ketemu... menu bayar sebagian juga diperbaiki lagi.. supaya bisa di semua transaksi.;0;1;0;0;0
Herwin Winardo;1;setelah update ke versi terbaru buka lapak, untuk alamat pengiriman produk hanya ada nama, no hp, kodepos, sama alamat aja, sedangkan, prov, kab, sama kecamatan hilang... sangat merepotkan, karna tidak bisa input alamat, keterangan priksa data alamat pengiriman, padahal sebelum di update lancar jaya...;0;-1;0;0;0
Ferdinand Van Halen;2;Tolong di perhatikan buat bukalapak , aplikasi menjadi semakin berat walaupun di jalankan dengan sinyal kuat dan ram besar , dan sekarang dari semua aplikasi shop yang ada , bukalapak menjadi nomor 1 aplikasi paling berat dan memakan memory internal terbesar . . padahal dulu bukalapak paling enak di pakai karena ringan . . makasih;0;-1;0;0;0
Pengguna Google;1;Sangat kecewa 😓, terutama setelah diupdate yakni, pada hasil pencarian barang yang seharusnya hasilnya all categories & jumlahnya sesuai hasil cari. Namun yang ditampilkan hanya sangat terbatas, cuma 6 produk saja & tidak mencakup produk lain 😡. mohon diperbaiki.;0;-1;0;0;0
Anto Nove;1;"Satu dulu ya bintangnya nanti kalo sdh normal app BLnya ditambah bintangnya. Update terbaru app bukalapak saat ini malah menu "" transaksi ""gak bisa dibuka, trus ada pesan katanya ""sayangnya, Bukalapak telah berbenti "" sebelum diupdate normal gak ada masalah. Tolong diperbaiki dibagian menu "" transaksi """;0;-1;0;0;0
ferastiyadi moncoz;3;dulu saya selalu belanja dibukalapak karna aplikasinya cepat dan transaksinya lancar dan aman. TAPI sekarang bukalapak agak berat untuk pencarian barang jadi lama kurang memuaskan sekarang2 ini padahal kartu simpati hp juga samsung S8 sinyal stabil buka aplikasi lain lancar. TOLONG DIPERBAIKI LAGI MIN biar pelanggan setia bukalapak tidak berpaling ke yang lain. TERIMAKASIH;1;-1;0;0;0
Nani. exe;1;Kacau lah abis update 3 Mei aplikasinya jadi berat. buka serbu seru force close mulu. terpaksa pakai aplikasi versi lama. Costumer Support cuma bilang clean cache lah , koneksi harus stabil lah , logout dan login ulang lah. percuma ,tidak bisa memberi solusi yang tepat. mau di clean cache ribuan kali gakbakal bisa kalo solusinya ngga tepat. ini aplikasinya abis update bermasalah.;-1;-1;0;0;0
Pengguna Google;4;Selama ini belanja di BL gk ada masalah, semuanya ok, dan alhamdulilah selalu dapet seller yg bagus. Tapi untuk melacak kiriman melalui Go-send, map nya tidak terlihat, ketutup sama rincian driver dsb, dan tabel itu tidak ada opsi untuk di hilangkan. saya kasih bintang 5, klo pelayanan antar muka lacak pengiriman Go-send udah di perbaiki.. Makasi..... :);0;-1;0;0;1
Pengguna Google;1;Sangat disarankan bagi yangg tidak mau repot jangan coba-coba bertransaksi di bukalapak, lebih baik di tokopedia. Di bukalapak saldo selalu dibekukan dengan alasan untuk melindungi saldo. jadi kita tidak bisa bertransaksi atau cairkan saldo ke rekening karena saldo dibekukan oleh bukalapak. untuk bisa transaksi atau mencairkan saldo ke rekening saja, kita harus bolak-balik menghubungi CS/bukabantuan itupun akan diproses selama 3 hari lebih. Dan masih banyak lagi kejelekan dan kelemahannya.;-1;0;0;0;0
Pengguna Google;4;Saya sudah lama berlangganan BL , buat saya simple saja , kalo siang asked BL ok2 Saja , tp kalo malam , berat bgt .ditambah lagii menu favorite banyak yg hilang , saya tau lahh kalo barang dah laku atau diganti judul Sama seller , tolong pakai model lama , shga BS control Dan sistem akulaku , hampir setengah tahun blm berhasil daftar , yg salah dimana sin .. masa validate nya gak real but .;0;-1;0;0;1
Pengguna Google;1;om kalo bisa jangan terlalu banyak menu dan gambar apalagi konten flash.. hp kita ram ny kecil, jadi berat banget buka aplikasi BL ny. kadang malah ga bisa di buka/nge lag/hang/stuck.. dibikin simpel saja biar makin mudah kita jual/beli barang;0;-1;0;0;0
Pengguna Google;4;aplikasi makin kesini makin ribet, masih enakan yg dulu sebelum diupdate2. untuk detail pengiriman sekarang membingungkan, status masih dalam kota pengirim terus tapi tau2 barang udah dateng. bukalapak, aku rindu kamu yang dulu. tolong lebih ditingkatkan bukan malah makin menurun;0;0;-1;0;0
Karyanto Bekam Mukomuko;3;menurut q aplikasinya mudah dipakai dan simple menu2nya, trus kalo liat barang tampilanya jelas, deskripsi jelas, harga jelas, kalo mau pesan tinggal klik aja gak ribet.;0;1;1;0;0
Pengguna Google;1;gak banget.. baru beberapa instal dan daftar, udah transaksi juga beberapa jam kemudian pas buka app lagi tiba2 udah logout sendiri dan gak bisa login padahal data udah bener. udah chat bukabantuan jawabannya gak memuaskan, ngegantung👎;-1;0;0;0;-1
Sumur Ilmu;2;kenapa BL sekarang sangat sulit dibuka ya. filenya berat bgt. setiap kali dibuka muter2 doank. Mending beralih ke T*******a padahal awal2 bagus tuh lancar. jgn keseringan nambah fitur yg bikin berat donk. sederhanakan fitur.;0;-1;0;0;0
Pengguna Google;1;Bukan kurang,tapi jelas gak suka dwngan tampilan baru bukalapak .. Setelah update,tampilan barunya bukan dibikin lebih mudah malah jadi ribet .. Sekarang,untuk mengelola transaksi aja harus klik bulak balik filter,gak kaya versi sebelumnya yang menurut saya sangat transparan (Semua ada di 1 halaman)ditambah adanya angka² goib yang slalu muncul ditransaksi tanpa ada penjelasan,jadi bisa di bilang angka transaksinya FAKE & membuat bingung para pelapak ! Update itu harusnya transparan & lebih baik;0;-1;0;0;0
Pengguna Google;1;sekarang Bukalapak gak seperti yang dulu mudah untuk transaksi, sekarang sering eror ... saldo dompet tiba tiba berkurang sampe 50% padahal tidak ada transaksi dan event yg serbu serbu deskripsinya uang kembali 100% tapi ternyata berkurang... sekarang saldo dompet belum balik 100% dan tidak bisa ganti nomor akun yg baru padahal suka komplain 2x tapi tidak ada respon;-1;0;0;0;0
Nasrudin Nas;2;entah sudah berapa lama saya menggunakan BL dan bertransaksi lewat BL, jika nominal mungkin nilainya sudah ratusan juta, tapi belum pernah ada feedbacknya, atay minimal skala prioritas dalam mendapatkan promo BL sebagai pengguna setia BL, malah dalam setengah taun terakhir contohnya saya selalu mengikuti serbu seru, dan hasilnya ga pernah dapet, saya coba yg lainnya, tp tetep semuanya hanya hasilnya hanya sebuah iklan semata, kayaknya sy harus logout dan coba pakai aplikasi lain nih...;0;0;0;0;-1
kopet la;1;menu kategori barang kok gak bisa menampilkan ya, dulu bisa menampilkan dan mau cari barang sesuai lokasi saya sangat mudah, sekarang gak tau nyarinya dimana menu itu. pilih kategori aja gak menampilkan, malah saran barang yg ketampil.;0;-1;0;0;0
Pengguna Google;1;Jangan UPDATE TERBARU versi 4 April, Nyesellll..... Tampilan antar muka nya bikin bingung, khususnya Pelapak. Pelapak jadi tidak bisa membedakan mana pesanan yang sudah terkirim atau yang belum, mana yang baru masuk mana yg udah selesai. Semua jadi satu, gak ada perbedaan tampilan. Menu 'Lapak Saya' juga hilang. Jadi susah buat tracking penjualan. Coba disempurnakan lagi lah, bikin bingung pelapak kalau gini...;0;-1;0;0;0
Khrisna Bhayu Dirgantara;4;untuk aplikasinya sudah bagus. yg saya kriktik disini, fitur upload gambar untuk produk atau ulasan masih lama bgt. kadang gagal, dengan masalah koneksi ke server terputus.. padahal saya sudah coba berbagai jaringan sari wifi hingga kartu provider yang berbeda.. dimohon untuk diperbaiki yaaa 👍😊;0;-1;0;0;1
Arief Sunandar;2;Beberapa transaksi terakhir di aplikasi tidak terdetek atau tidak ditemukan di system cs bukalapak. Membuat meragukan semua transaksi. Unbind akun DANA juga sangat amat sulit. Harus email cs dan telp cs berkali kali.;-1;0;0;0;0
Pengguna Google;1;parahhhhh... dah ga layak nih skrang aplikasi.. lemot dalam pencarian. ini aplikasi toko apa aplikasi televisi yg munculin ikon iklan doank.. haaaaa.. paraahhhh.. kompresi postingan jg berat saat pencarian.. susah muncul.. boros kuota. parah'y lagi banyak yg komplain dana dompet ga bisa cair. .. haaaa..haaa.. parrraahhhh... mending kompak semua uninstal ja.. 👎🏻👎🏻 mending ke warung sebelah.. cepat mudah aman;-1;-1;0;0;0
Syarif Fajarudin;1;sekarang bukalapak tambah ga jelas.. terlalu lama untuk konfirmasi pembayaran, bahkan kadang sampai kadaluarsa. tidak seperti dulu begitu transfer langsung terkonfirmasi. mode bertanya dengan operator juga di tiadakan, harusnya makin kesini makin bagus pelayanan malah mengecewakan. padahal saya pemakai setia BL. kedepan perlu pertimbangan untuk belanja di BL lagi;-1;0;0;0;0
Nadi Nk;1;kurang bagus...karena bukalapak tidak bisa membeli voucher game menggunakan via Pulsa kartu hp..seharusnya masukan pembayaran untuk membeli paket data ataupun voucher game menggunakan pulsa hp agar lebih mantap lagi....klau lewat via transfer saja bagaimana orang2 yg gk mampu untuk membayarnya....misalkan yg gk punya ATM/NO Rekening bank...klau bisa sih tambahin untuk pembayaran via pulsanya agr lebih mantap lagi...mksih;0;0;0;-1;0
Pengguna Google;1;Saya pertama kali pakai BL dan kecewa dengan app ini. Sudah lakukan transaksi namun tidak ada verifikasinya. Herannya nomor tagihan yang sudah keluar tidak dapat ditemukan di histori transaksi saya. Dan pilihan bantuan untuk kompalian ke BL SANGAT TIDAK MEMBANTU! Formulir selalu dikatakan tidak dapat terkirim. Kecewa sekali.;-1;0;-1;0;0
Pengguna Google;5;aplikasi bagus, banyak sekali mambantu saya dalam menghemat waktu dan tenaga, nggak perlu repot cari barang yang dibutuhkan tinggal klik trus cari harga yang sesuai. salah transfer tiga digit terakhir beres, respon cepat. ok, terima kasih bukalapak.;1;0;1;0;0
Pengguna Google;5;sangat baik yg utama saya rasakan adalah kemudahan kita dalam minta bantuan itulah yg saya sangat puaskan..pengunaan aplikasi sangat mudah dan gk ribet.. untuk bantuan konsumen pembeli dn penjual harus da di tempat yg lebih mudah di cari..saya pikir itu saja sih dan bisa kasih fasilitas para pelapak agar menjadi lebih baik...;1;0;1;0;0
Pengguna Google;1;dari kemaren malem buka app cuma loading2 aja, kirain karna belum di update tapi setelah di update sama aja, malah bilang kalau koneksi internet gak ada, nyoba buka app lain jalan normal biasa dan ada internet...kalau sampai besok masih kaya gini sih ya terpaksa uninstall...lha gak bisa dibuat buka apa2...isinya cuma bunderan kecil yg muter2 terus...👎;0;0;0;0;-1
Samnawi 70;1;Tolong matikan iklan yg tiba² muncul ketika kita mau buka aplikasi lain. masalahnya jadi mengganggu seperti HP kena virus. klo tidak dibuang iklan yg auto, maka dengan terpaksa saya uninstall aplikasi bukalapak.;0;0;0;0;-1
Pengguna Google;1;semenjak di update malah jadi menurun, sudah 2 kali pembayaran sy dianggap kadaluarsa, dulu cinta bgt saka BL krn sistem konfirmasi pembayaran tercepat tanpa upload dan ribet2, tapi sekarang sering pending dan kadaluwarsa, tolong perbaiki karna itu sangat sangat menyulitkan kita disaat butuh barang agar cepat sampai;-1;0;0;0;0
Pengguna Google;4;Sudah bagus sih, jualan juga gampang. Fiturnya jg mempermudah pelapak. Opsi pengiriman jg banyak dibanding marketplace lain. Cuma 1, tolong dong BL ada live chat nya. Jadi kalau complain apa2 langsung bisa dijawab. Ga harus email dlu, isi form, trus tunggu balesan yg slow respone. Karna kalau ada masalah urgent jd cpt diatasi. Oiya, sama agak lemot sih. kalau buka aplikasi suka sering eror, apalagi mau upload produk susah. Dan kalau bisa pencairan dana ke transfer kita dipercepat dong. thx;1;1;0;0;1
Pengguna Google;1;apaan nih saya baru pertama kali pake aplikasi BL ini dan hampir sebulan ingin melanjutkan proses pembayaran selalu ada notice transaksi mengalami kendala dan saya sudah sering minta bantuan dics nya dan selalu bilang tunggu email dari kami. sama aja bohong gk ada perubahan. sangat mengecewakan kirain dipermudah malah makin sulit.;-1;0;0;0;0
Pengguna Google;3;versi sebelumnya pakai wifi dari ISP three dan Telkomsel, kalau buat beli pulsa hp macet, internal error, saat klik bayar. kalau buat belanja barang, beli token listrik normal. yang versi baru belum coba. ini pakai versi baru, malah tidak bisa buat apa apa, koneksi error', lihat saldo tidak bisa, buat chat tidak bisa, saya pakai Telkomsel dan three error, bisa posting di app store tapi tidsk bisa chat di aplikasi bL terbaru ini.;-1;0;0;0;0
Pengguna Google;1;Rada mengecewakan saya top up dan sudah saya bayar tagihannya, saldo di rekning saya otomatis berkurang karena transaksi sukses, tapi di app BL tidak terbaca kalo sudah di bayar, Terus saya coba lagi top up dengan nominal yang berbeda, nah top up yang kedua ini sukses dan terbaca telah di bayar tapi top up saya yang pertama tadi gak tau ngegantung kemana ??? mohon kebijakannya !!!;0;0;0;-1;0
Pengguna Google;5;Lebih baik dari update sebelumnya (banyak bug nya ketika masuk etalase-force close) masih yg nomer wan dari segi kenyamanan interaksi dengan pelapak (iklan/promo tidak disatukan dengan chat/infomasi pembelian jadi tidak bikin bingung bedakannya). lebih simpel dalam sortasi barang atau pelapak. yg sangat sangat kurang adalah PROMO yg bermanfaat dan komitmen kerjasama yg baik antara BL dan pihak ketiga(pengiriman). Well done.;0;0;0;-1;1
